[emotion];[number];[valence];[arousal];[prob. anger];[prob. disgust];[prob. fear];[prob. joy];[prob. sadness];[prob. surprise];[prob. neutral]
disgust;312;2.3;6;0;0.422222;0.46;0;0.1;0.02;0
surprise;311;7.8;5.6;0;0;0;0.52;0;0.22;0.26
surprise;312;5.6;6.6;0;0;0.1;0.27;0;0.33;0.3
fear;312;2.1;5.8;0.02;0.016667;0.88;0;0.08;0;0
sadness;311;2.7;3.2;0;0.155556;0.06;0.07;0.62;0.03;0.07
anger;312;2.4;6;0.32;0.033333;0.49;0.07;0.02;0;0.07
joy;311;7.7;7.3;0;0;0.07;0.7;0;0.23;0
sadness;312;4.3;3.2;0.07;0.133333;0;0;0.43;0.07;0.3
joy;312;7;5.7;0;0;0;0.87;0.07;0;0.07
fear;313;5.6;5;0;0;0.06;0.27;0.1;0.16;0.42
joy;313;7.4;3.9;0;0;0;0.59;0;0.16;0.26
anger;313;5.2;5.3;0.08;0.016667;0.21;0.37;0.11;0.12;0.1
surprise;313;6.9;4.5;0;0;0.07;0.79;0;0.02;0.12
anger;314;5.9;5.3;0;0;0.02;0.37;0.07;0.12;0.42
sadness;313;4.1;4.8;0;0;0.13;0;0.63;0;0.23
disgust;313;2.2;5.3;0.1;0.733333;0;0;0.07;0.07;0.03
disgust;314;4.1;5.1;0;0.6;0;0;0;0.1;0.3
fear;314;3;6;0;0.1;0.67;0;0.03;0.07;0.13
disgust;315;2.1;6.1;0.07;0.266667;0.47;0.03;0.07;0.1;0
fear;315;6;4.1;0;0.066667;0.2;0.17;0.2;0.03;0.33
joy;314;7.5;4.6;0;0;0;0.37;0.03;0.3;0.3
anger;315;2.3;5.4;0;0;0.57;0.09;0.26;0;0.09
sadness;314;3.8;4.2;0.03;0;0.03;0.07;0.8;0;0.07
sadness;315;2.4;4.1;0.06;0.088889;0.03;0.03;0.66;0;0.13
surprise;314;4.9;5;0.07;0.066667;0.27;0.11;0.03;0.34;0.11
surprise;315;5.8;5;0;0;0.17;0.13;0.07;0.4;0.23
joy;315;7.1;4;0;0;0;0.36;0.12;0.2;0.32
anger;316;2.7;4.7;0.14;0.183333;0.31;0;0.24;0;0.13
sadness;316;5.5;4.8;0;0.033333;0.1;0.13;0.43;0.07;0.23
fear;316;5.3;5.2;0.27;0.066667;0.4;0.13;0;0;0.13
fear;317;4.6;4.6;0.03;0.266667;0.03;0.03;0.2;0.03;0.4
surprise;316;6.5;6.4;0.07;0.066667;0;0.4;0;0.23;0.23
disgust;316;2.9;3.8;0.07;0.6;0.2;0;0;0;0.13
joy;316;7;4.9;0.03;0;0.03;0.63;0;0.07;0.23
anger;317;4.6;5.4;0.07;0;0.42;0.06;0.03;0.2;0.22
disgust;317;4.4;5.1;0.07;0.366667;0.1;0.07;0;0;0.4
sadness;317;4.3;4.2;0.02;0.022222;0.1;0.07;0.52;0;0.27
sadness;318;7.4;6.1;0;0;0;0.4;0;0.27;0.33
fear;318;4.1;4.4;0.03;0.022222;0.5;0.16;0;0.09;0.2
anger;318;5.7;5.1;0;0;0.29;0.39;0.07;0.19;0.07
joy;317;8.1;7.1;0;0;0.03;0.67;0;0.23;0.07
surprise;317;7.5;6.6;0;0;0;0.43;0;0.5;0.07
joy;318;6.4;7;0;0;0.16;0.62;0;0.19;0.03
surprise;318;6.2;5.9;0;0.066667;0.07;0.47;0;0.23;0.17
disgust;318;4.3;5.7;0.02;0.305556;0.34;0.12;0;0.12;0.1
anger;319;6.2;3.7;0;0.066667;0.07;0.47;0.17;0.07;0.17
joy;319;7.6;5.4;0;0.066667;0.03;0.63;0;0.13;0.13
fear;319;4;4.6;0;0.066667;0.17;0.23;0.2;0;0.33
sadness;319;2.5;3.7;0.06;0;0.09;0;0.86;0;0
disgust;319;2.3;3.4;0.03;0.666667;0.17;0.03;0.03;0;0.07
surprise;319;6.4;3.2;0;0;0.07;0.7;0;0.13;0.1
disgust;320;3.6;4.6;0.03;0.233333;0.03;0;0.27;0.1;0.33
anger;320;6.2;5;0;0.033333;0.16;0.32;0.13;0.19;0.17
fear;320;3.4;4.2;0.03;0.466667;0.13;0;0.2;0;0.17
disgust;321;2;4.9;0.07;0.355556;0.16;0;0.26;0.03;0.13
fear;321;3.5;7.3;0.03;0;0.7;0.03;0;0.23;0
joy;320;6.1;4.7;0;0;0.27;0.33;0.1;0.23;0.07
sadness;320;4;4.2;0;0.022222;0.02;0;0.69;0;0.27
surprise;320;5.8;4.5;0;0.166667;0.07;0.03;0.3;0.23;0.2
joy;321;6.3;6.3;0;0;0;0.77;0;0.17;0.07
sadness;321;3.1;5.4;0;0;0.07;0;0.93;0;0
surprise;321;5.4;6.5;0.07;0.066667;0.07;0.47;0;0.17;0.17
anger;321;5.6;4.9;0;0;0.23;0.3;0.1;0.3;0.07
fear;322;1.2;5.7;0.1;0.155556;0.69;0;0.06;0;0
surprise;322;7.9;3.9;0;0;0;0.27;0.07;0.23;0.43
anger;322;8.1;4.9;0;0;0;0.57;0;0.17;0.27
disgust;322;4.2;3.9;0;0.166667;0.07;0.13;0.27;0.13;0.23
joy;322;7.8;3.2;0;0;0;0.67;0;0.2;0.13
sadness;322;2.7;4.9;0;0;0.1;0.07;0.73;0.07;0.03
anger;323;4.9;5;0;0.066667;0.5;0.13;0.07;0.17;0.07
fear;323;5.9;4.8;0;0;0.33;0.1;0.1;0;0.47
disgust;323;3.9;5.5;0.13;0.333333;0.07;0.07;0.17;0.17;0.07
sadness;323;2.9;5.2;0;0.033333;0.2;0;0.77;0;0
disgust;324;4.7;4.8;0.07;0.133333;0.07;0;0;0.13;0.6
fear;324;5.7;5;0.07;0.033333;0.13;0.23;0.03;0.2;0.3
joy;323;7.1;5;0;0.066667;0;0.47;0;0.2;0.27
surprise;323;6.4;6.5;0;0;0;0.67;0;0.13;0.2
sadness;324;5.3;5.2;0;0.066667;0;0.6;0.07;0;0.27
joy;324;6.6;5;0;0;0;0.53;0;0.07;0.4
surprise;324;7;5;0;0;0;0.67;0;0;0.33
anger;324;4.5;5.8;0.3;0.066667;0;0.2;0.17;0;0.27
anger;325;3.4;4.4;0.07;0.088889;0.39;0.02;0.18;0;0.26
disgust;325;2.1;5.5;0.07;0.305556;0.41;0;0.08;0.07;0.07
disgust;326;1.5;5.8;0.12;0.511111;0.29;0;0.04;0.03;0
surprise;325;7.6;3.5;0;0;0.07;0.66;0;0.16;0.12
fear;325;4.3;6.3;0.1;0.033333;0.63;0.07;0;0.13;0.03
fear;326;4.5;5.9;0.07;0.066667;0.37;0.17;0.03;0.07;0.23
sadness;325;2.8;4.1;0.03;0.2;0.17;0;0.47;0;0.13
joy;325;7.7;5.3;0;0;0.07;0.67;0;0.23;0.03
anger;326;3.8;5.2;0.11;0.222222;0.28;0.1;0.02;0.07;0.2
sadness;326;3.5;4.1;0.03;0.033333;0.1;0.07;0.53;0;0.23
fear;327;3.2;4.1;0;0.166667;0.3;0.03;0.33;0.03;0.13
sadness;327;4;4.2;0;0.066667;0.13;0;0.67;0;0.13
joy;326;6.9;6.1;0;0;0;0.62;0;0.19;0.19
surprise;326;6.1;5.5;0;0.066667;0.03;0.26;0;0.32;0.32
joy;327;6.6;5.7;0;0;0;0.62;0;0.16;0.22
surprise;327;3;4.2;0.03;0.333333;0.3;0;0.07;0;0.27
disgust;327;3.4;4.2;0.1;0.3;0.27;0.03;0.07;0.03;0.2
anger;327;4.1;4.5;0;0.133333;0.23;0.07;0.13;0.03;0.4
disgust;328;4.3;4.9;0.13;0.233333;0.2;0.2;0.07;0;0.17
sadness;328;6.3;4.8;0;0;0.07;0.27;0.13;0.13;0.4
fear;328;6.1;5.4;0;0.066667;0.1;0.27;0;0.27;0.3
fear;329;1.9;5.7;0.02;0.055556;0.66;0;0;0.13;0.13
surprise;328;7.1;5.6;0;0;0.03;0.37;0.03;0.3;0.27
anger;328;6;6;0;0;0.17;0.2;0.07;0.17;0.4
anger;329;6.9;5.7;0;0;0.03;0.47;0.07;0.3;0.13
joy;328;8.2;5.2;0;0;0;0.77;0;0.1;0.13
disgust;329;2.6;5.1;0.07;0.5;0.03;0;0.07;0.07;0.27
fear;330;4.4;5.9;0.12;0.055556;0.37;0.07;0.1;0.09;0.2
surprise;329;7.6;6.2;0;0;0;0.66;0;0.32;0.02
surprise;330;7.5;5.1;0;0;0;0.57;0;0.33;0.1
anger;330;4.8;6.5;0.29;0;0.32;0.06;0.07;0.18;0.09
joy;329;7.7;5.2;0;0;0;0.62;0;0.22;0.16
sadness;329;4.2;4.6;0.08;0.072222;0.32;0.07;0.31;0.02;0.13
disgust;330;4.1;5;0.02;0.355556;0.17;0;0.1;0.02;0.33
joy;330;7.3;5.2;0;0;0;0.72;0;0.12;0.16
sadness;330;3.9;6.2;0.09;0.122222;0.02;0.1;0.3;0.23;0.13
